
1
45,You are in a maze of twisty little passages, all alike.
46,Dead end.
47,Dead end.
48,Dead end.
49,You are in a maze of twisty little passages, all alike.
50,You are in a maze of twisty little passages, all alike.
51,You are in a maze of twisty little passages, all alike.
52,You are in a maze of twisty little passages, all alike.
53,You are in a maze of twisty little passages, all alike.
54,Dead end.
55,You are in a maze of twisty little passages, all alike.
56,Dead end.
57,You are on the brink of a thirty foot pit with a massive
57,orange column down one wall.  You could climb down here but
57,you could not get back up.  The maze continues at this
57,level.
58,Dead end.
59,You have crawled through a very low wide passage parallel to
59,and north of the hall of mists.
60,You are at the east end of a very long hall apparently
60,without side chambers.  To the east a low wide crawl slants
60,up.  To the north a round two foot hole slants down.
61,You are at the west end of a very long featureless hall.
61,The hall joins up with a narrow north/south passage.
62,You are at a crossover of a high N/S passage and a low E/W
62,one.
63,Dead end.
64,You are at a complex junction.  A low hands and knees
64,passage from the north joins a higher crawl from the east to
64,make a walking passage going west.  There is also a large
64,room above.  The air is damp here.
65,You are in bedquilt, a long east/west passage with holes
65,everywhere. _  To explore at random select north, south, up,
65,or down.
66,You are in a room whose walls resemble swiss cheese.
66,Obvious passages go west, east, NE, and NW.  Part of the
66,room is occupied by a large bedrock block.
67,You are at the east end of the twopit room.  The floor here
67,is littered with thin rock slabs, which make it easy to
67,descend the pits.  There is a path here bypassing the pits
67,to connect passages from east and west.  There are holes all
67,over, but the only big one is on the wall directly over the
67,west pit where you can't get to it.
68,You are in a large low circular chamber whose floor is an
68,immense slab fallen from the ceiling (slab room).  East and
68,west there once were large passages, but they are now filled
68,with boulders.  Low small passages go north and south, and
68,the south one quickly bends west around the boulders.
69,You are in a secret N/S canyon above a large room.
70,You are in a secret N/S canyon above a sizable passage.
71,You are in a secret canyon at a junction of three canyons,
71,bearing north, south, and SE.  The north one is as tall as
71,the other two combined.
72,You are in a large low room.  Crawls lead north, SE, and SW.
73,Dead end crawl.
74,You are in a secret canyon which here runs E/W.  It crosses
74,over a very tight canyon 15 feet below.  If you go down you
74,may not be able to get back up.
75,You are at a wide place in a very tight N/S canyon.
76,The canyon here becomes too tight to go further south.
77,You are in a tall E/W canyon.  A low tight crawl goes 3 feet
77,north and seems to open up.
78,The canyon runs into a mass of boulders -- dead end.
79,The stream flows out through a pair of 1 foot diameter sewer
79,pipes.  It would be advisable to use the exit.
80,You are in a maze of twisty little passages, all alike.
81,Dead end.
82,Dead end.
83,You are in a maze of twisty little passages, all alike.
84,You are in a maze of twisty little passages, all alike.
85,Dead end.
86,Dead end.
87,You are in a maze of twisty little passages, all alike.
88,You are in a long, narrow corridor stretching out of sight
88,to the west.  At the eastern end is a hole through which you
88,can see a profusion of leaves.
89,There is nothing here to climb.  Use "up" or "out" to leave
89,the pit.
90,You have climbed up the plant and out of the pit.
91,You are at the top of a steep incline above a large room.
91,You could climb down here, but you would not be able to
91,climb up.  There is a passage leading back to the north.
92,You are in the giant room.  The ceiling here is too high up
92,for your lamp to show it.  Cavernous passages lead east,
92,north, and south.  On the west wall is scrawled the
92,inscription, "FEE FIE FOE FOO" [sic].
93,The passage here is blocked by a recent cave-in.
94,You are at one end of an immense north/south passage.
95,You are in a magnificent cavern with a rushing stream, which
95,cascades over a sparkling waterfall into a roaring whirlpool
95,which disappears through a hole in the floor.  Passages exit
95,to the south and west.
96,You are in the soft room.  The walls are covered with heavy
96,curtains, the floor with a thick pile carpet.  Moss covers
96,the ceiling.
97,This is the oriental room.  Ancient oriental cave drawings
97,cover the walls.  A gently sloping passage leads upward to
97,the north, another passage leads SE, and a hands and knees
97,crawl leads west.
98,You are following a wide path around the outer edge of a
98,large cavern.  Far below, through a heavy white mist,
98,strange splashing noises can be heard.  The mist rises up
98,through a fissure in the ceiling.  The path exits to the
98,south and west.
99,You are in an alcove.  A small NW path seems to widen after
99,a short distance.  An extremely tight tunnel leads east.  It
99,looks like a very tight squeeze.  An eerie light can be seen
99,at the other end.
100,You're in a small chamber lit by an eerie green light.  An
100,extremely narrow tunnel exits to the west.  A dark corridor
100,leads NE.
101,You're in the dark-room.  A corridor leading south is the
101,only exit.
102,You are in an arched hall.  A coral passage once continued
102,up and east from here, but is now blocked by debris.  The
102,air smells of sea water.
103,You're in a large room carved out of sedimentary rock.  The
103,floor and walls are littered with bits of shells imbedded in
103,the stone.  A shallow passage proceeds downward, and a
103,somewhat steeper one leads up.  A low hands and knees
103,passage enters from the south.
104,You are in a long sloping corridor with ragged sharp walls.
105,You are in a cul-de-sac about eight feet across.
106,You are in an anteroom leading to a large passage to the
106,east.  Small passages go west and up.  The remnants of
106,recent digging are evident.  A sign in midair here says
106,"CAVE UNDER CONSTRUCTION BEYOND THIS POINT.  PROCEED AT OWN
106,RISK.  [Witt Construction Company]"
107,You are in a maze of twisty little passages, all different.
108,You are at Witt's end.  Passages lead off in *all*
108,directions.
109,You are in a north/south canyon about 25 feet across.  The
109,floor is covered by white mist seeping in from the north.
109,The walls extend upward for well over 100 feet.  Suspended
109,from some unseen point far above you, an enormous two-sided
109,mirror is hanging parallel to and midway between the canyon
109,walls.  (The mirror is obviously provided for the use of the
109,dwarves, who as you know, are extremely vain.)  A small
109,window can be seen in either wall, some fifty feet up.
110,You're at a low window overlooking a huge pit, which extends
110,up out of sight.  A floor is indistinctly visible over 50
110,feet below.  Traces of white mist cover the floor of the
110,pit, becoming thicker to the left.  Marks in the dust around
110,the window would seem to indicate that someone has been here
110,recently.  Directly across the pit from you and 25 feet away
110,there is a similar window looking into a lighted room.  A
110,shadowy figure can be seen there peering back at you.
111,A large stalactite extends from the roof and almost reaches
111,the floor below.  You could climb down it, and jump from it
111,to the floor, but having done so you would be unable to
111,reach it to climb back up.
112,You are in a little maze of twisting passages, all 
112,different.
113,You are at the edge of a large underground reservoir.  An
113,opaque cloud of white mist fills the room and rises rapidly
113,upward.  The lake is fed by a stream, which tumbles out of a
113,hole in the wall about 10 feet overhead and splashes noisily
113,into the water somewhere within the mist.  The only passage
113,goes back toward the south.
114,Dead end.
115,You are at the northeast end of an immense room, even larger
115,than the giant room.  It appears to be a repository for the
115,"ADVENTURE" program.  Massive torches far overhead bathe the
115,room with smoky yellow light.  Scattered about you can be
115,seen a pile of bottles (all of them empty), a nursery of
115,young beanstalks murmuring quietly, a bed of oysters, a
115,bundle of black rods with rusty stars on their ends, and a
115,collection of brass lanterns.  Off to one side a great many
115,dwarves are sleeping on the floor, snoring loudly.  A sign
115,nearby reads: "DO NOT DISTURB THE DWARVES!"  An immense
115,mirror is hanging against one wall, and stretches to the
115,other end of the room, where various other sundry objects
115,can be glimpsed dimly in the distance.
116,You are at the southwest end of the repository.  To one side
116,is a pit full of fierce green snakes.  On the other side is
116,a row of small wicker cages, each of which contains a little
116,sulking bird.  In one corner is a bundle of black rods with
116,rusty marks on their ends.  A large number of velvet pillows
116,are scattered about on the floor.  A vast mirror stretches
116,off to the northeast.  At your feet is a large steel grate,
116,next to which is a sign which reads, "TREASURE VAULT: Keys
116,in main office."
117,You are on one side of a large, deep chasm.  A heavy white
117,mist rising up from below obscures all view of the far side.
117,A SW path leads away from the chasm into a winding corridor.
118,You are in a long winding corridor sloping out of sight in
118,both directions.
119,You are in a secret canyon which exits to the north and 
119,east.
120,You are in a secret canyon which exits to the north and
120,east.
121,You are in a secret canyon which exits to the north and
121,east.
122,You are on the far side of the chasm.  A NE path leads away
122,from the chasm on this side.
123,You're in a long east/west corridor.  A faint rumbling noise
123,can be heard in the distance.
124,The path forks here.  The left fork leads northeast.  A dull
124,rumbling seems to get louder in that direction.  The right
124,fork leads southeast down a gentle slope.  The main corridor
124,enters from the west.
125,The walls are quite warm here.  From the north can be heard
125,a steady roar, so loud that the entire cave seems to be
125,trembling.  Another passage leads south, and a low crawl 
125,goes east.
126,You are on the edge of a breath-taking view.  Far below you
126,is an active volcano, from which great gouts of molten lava
126,come surging out, cascading back down into the depths.  The
126,glowing rock fills the farthest reaches of the cavern with a
126,blood-red glare, giving everything an eerie, macabre
126,appearance.  The air is filled with flickering sparks of ash
126,and a heavy smell of brimstone.  The walls are hot to the
126,touch, and the thundering of the volcano drowns out all
126,other sounds.  Embedded in the jagged roof far overhead are
126,myriad twisted formations composed of pure white alabaster,
126,which scatter the murky light into sinister apparitions upon
126,the walls.  To one side is a deep gorge, filled with a
126,bizarre chaos of tortured rock which seems to have been
126,crafted by the devil himself.  An immense river of fire
126,crashes out from the depths of the volcano, burns its way
126,through the gorge, and plummets into a bottomless pit far
126,off to your left.  To the right, an immense geyser of
126,blistering steam erupts continuously from a barren island in
126,the center of a sulfurous lake, which bubbles ominously.
126,The far right wall is aflame with an incandescence of its
126,own, which lends an additional infernal splendor to the
126,already hellish scene.  A dark, foreboding passage exits to
126,the south.
127,You are in a small chamber filled with large boulders.  The
127,walls are very warm, causing the air in the room to be
127,almost stifling from the heat.  The only exit is a crawl
127,heading west, through which is coming a low rumbling.
128,You are walking along a gently sloping north/south passage
128,lined with oddly shaped limestone formations.
129,You are standing at the entrance to a large, barren room.  A
129,sign posted above the entrance reads:
129,"CAUTION!  Bear in room!"
130,You are inside a barren room.  The center of the room is
130,completely empty except for some dust.  Marks in the dust
130,lead away toward the far end of the room.  The only exit is
130,the way you came in.
131,You are in a maze of twisting little passages, all
131,different.
132,You are in a little maze of twisty passages, all different.
133,You are in a twisting maze of little passages, all
133,different.
134,You are in a twisting little maze of passages, all
134,different.
135,You are in a twisty little maze of passages, all different.
136,You are in a twisty maze of little passages, all different.
137,You are in a little twisty maze of passages, all different.
138,You are in a maze of little twisting passages, all
138,different.
139,You are in a maze of little twisty passages, all different.
140,Dead end.
-1,end
2
1,You're at end of road again.
2,You're at hill in road.
3,You're inside building.
4,You're in valley.
5,You're in forest.
6,You're in forest.
7,You're at slit in streambed.
8,You're outside grate.
9,You're below the grate.
10,You're in cobble crawl.
11,You're in debris room.
13,You're in bird chamber.
14,You're at top of small pit.
15,You're in hall of mists.
17,You're on east bank of fissure.
18,You're in nugget of gold room.
19,You're in hall of mt king.
23,You're at west end of twopit room.
24,You're in east pit.
25,You're in west pit.
33,You're at "Y2".
35,You're at window on pit.
36,You're in dirty passage.
39,You're in dusty rock room.
41,You're at west end of hall of mists.
57,You're at brink of pit.
60,You're at east end of long hall.
61,You're at west end of long hall.
64,You're at complex junction.
66,You're in swiss cheese room.
67,You're at east end of twopit room.
68,You're in slab room.
71,You're at junction of three secret canyons.
74,You're in secret E/W canyon above tight canyon.
88,You're in narrow corridor.
91,You're at steep incline above large room.
92,You're in giant room.
95,You're in cavern with waterfall.
96,You're in soft room.
97,You're in oriental room.
98,You're in misty cavern.
99,You're in alcove.
100,You're in plover room.
101,You're in dark-room.
102,You're in arched hall.
103,You're in shell room.
106,You're in anteroom.
108,You're at Witt's end.
109,You're in mirror canyon.
110,You're at window on pit.
111,You're at top of stalactite.
113,You're at reservoir.
115,You're at NE end.
116,You're at SW end.
117,You're on SW side of chasm.
118,You're in sloping corridor.
122,You're on NE side of chasm.
123,You're in corridor.
124,You're at fork in path.
125,You're at junction with warm walls.
126,You're at breath-taking view.
127,You're in chamber of boulders.
128,You're in limestone passage.
129,You're in front of barren room.
130,You're in barren room.
-1
3
1,2,2,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,12,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,5,13,14,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,6,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,12,7,43,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,6,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3,11,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,33,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,4,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,6,43,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,5,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,9,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,50005,6,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,9,43,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,6,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8,5,15,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,595,60,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,6,43,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,4,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,303009,3,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,593,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,303008,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,593,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,17,18,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,11,20,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,11,19,22,44,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,303008,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,17,18,23,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,25,19,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,303008,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,11,30,43,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,13,19,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,303008,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,12,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,23,31,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,303008,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,150020,30,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,16,33,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,18,36,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,17,7,38,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,19,10,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,150022,29,31,34,35,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,34,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,15,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,312596,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,412021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,412597,41,42,44,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,27,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,15,38,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,15,10,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,311028,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,311029,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,311030,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,32,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,35074,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,211032,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,74,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,67,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,68,44,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,25,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,648,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,67,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,23,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,724031,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,312596,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,412021,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,412597,41,42,43,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,19,38,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,33,45,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,36,30,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,19,38,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,19,38,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,62,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,524089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,28,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,34,43,53,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,159302,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,100,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,33,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,33,43,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,37,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,28,29,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,36,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,38,30,31,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,37,56,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,595,60,14,30,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,36,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,64,30,52,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,42,46,29,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,59,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,60,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
